po_id,supplier_id,order_date,promised_delivery_date,actual_delivery_date,status,product_category,quantity,unit_cost,total_po_value,buyer_region,payment_terms_days,supplier_name,tier,supplier_region,promised_lead_time,actual_lead_time,days_delayed,is_delayed,is_on_time,delay_cost,order_month
PO-2024-000533,SUP-020,2024-09-25,2024-10-15,2024-10-15,Delivered,Logistics Services,234,15.03,3517.02,EMEA,60,Lewis-Porter,Tier 3,North America,20,20.0,0.0,False,True,0.0,2024-09
PO-2024-000534,SUP-020,2024-04-07,2024-04-26,2024-05-06,Delivered,Logistics Services,296,27.25,8066.0,EMEA,60,Lewis-Porter,Tier 3,North America,19,29.0,10.0,True,False,161.32,2024-04
PO-2023-000535,SUP-008,2023-09-08,2023-10-01,2023-10-01,Delivered,MRO,170,86.94,14779.8,North America,60,Davis Inc,Tier 2,EMEA,23,23.0,0.0,False,True,0.0,2023-09
PO-2024-000536,SUP-017,2024-09-25,2024-10-08,2024-10-22,Delivered,Logistics Services,252,329.01,82910.52,EMEA,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,13,27.0,14.0,True,False,2321.49,2024-09
PO-2023-000537,SUP-024,2023-10-24,2023-11-01,2023-11-01,Delivered,Logistics Services,485,124.54,60401.9,North America,30,Campos Inc,Tier 3,EMEA,8,8.0,0.0,False,True,0.0,2023-10
PO-2023-000538,SUP-019,2023-05-05,2023-05-31,2023-05-31,Delivered,Electronics,64,425.96,27261.44,North America,45,Clark PLC,Tier 3,EMEA,26,26.0,0.0,False,True,0.0,2023-05
PO-2023-000539,SUP-006,2023-01-12,2023-01-20,2023-01-20,Delivered,Packaging,185,386.43,71489.55,APAC,30,Blake and Sons,Tier 2,APAC,8,8.0,0.0,False,True,0.0,2023-01
PO-2024-000540,SUP-005,2024-07-05,2024-07-11,2024-07-11,Delivered,Logistics Services,235,97.92,23011.2,APAC,60,Cole LLC,Tier 1,APAC,6,6.0,0.0,False,True,0.0,2024-07
PO-2024-000541,SUP-025,2024-06-28,2024-07-18,2024-07-26,Delivered,Raw Materials,122,218.45,26650.9,APAC,60,Conner Group,Tier 3,EMEA,20,28.0,8.0,True,False,426.41,2024-06
PO-2024-000542,SUP-010,2024-05-28,2024-06-12,2024-06-12,Delivered,MRO,51,368.01,18768.51,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,15,15.0,0.0,False,True,0.0,2024-05
PO-2023-000543,SUP-002,2023-06-14,2023-06-22,2023-06-22,Delivered,Packaging,309,243.33,75188.97,EMEA,60,Rhodes PLC,Tier 1,EMEA,8,8.0,0.0,False,True,0.0,2023-06
PO-2024-000544,SUP-020,2024-04-11,2024-05-05,2024-05-08,Delivered,Logistics Services,24,494.88,11877.12,EMEA,60,Lewis-Porter,Tier 3,North America,24,27.0,3.0,True,False,71.26,2024-04
PO-2024-000545,SUP-014,2024-05-08,2024-05-21,2024-05-21,Delivered,Electronics,490,39.89,19546.1,EMEA,60,"Flowers, Martin and Kelly",Tier 2,EMEA,13,13.0,0.0,False,True,0.0,2024-05
PO-2023-000546,SUP-008,2023-08-30,2023-09-09,2023-09-09,Delivered,MRO,132,17.12,2259.84,North America,60,Davis Inc,Tier 2,EMEA,10,10.0,0.0,False,True,0.0,2023-08
PO-2023-000547,SUP-022,2023-07-11,2023-07-27,2023-07-27,Delivered,Packaging,491,23.39,11484.49,APAC,30,Burgess-Patterson,Tier 3,APAC,16,16.0,0.0,False,True,0.0,2023-07
PO-2023-000548,SUP-009,2023-08-01,2023-08-14,2023-08-14,Delivered,Logistics Services,224,99.37,22258.88,APAC,45,Munoz-Roman,Tier 2,APAC,13,13.0,0.0,False,True,0.0,2023-08
PO-2023-000549,SUP-014,2023-12-09,2023-12-19,2023-12-19,Delivered,MRO,473,490.72,232110.56,North America,60,"Flowers, Martin and Kelly",Tier 2,EMEA,10,10.0,0.0,False,True,0.0,2023-12
PO-2023-000550,SUP-001,2023-10-25,2023-11-01,2023-11-01,Delivered,Logistics Services,457,250.89,114656.73,EMEA,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,7,7.0,0.0,False,True,0.0,2023-10
PO-2023-000551,SUP-016,2023-04-03,2023-04-12,2023-04-12,Delivered,Logistics Services,489,201.7,98631.3,APAC,60,"Sanchez, Ford and Nelson",Tier 2,APAC,9,9.0,0.0,False,True,0.0,2023-04
PO-2024-000552,SUP-009,2024-04-01,2024-04-12,2024-04-12,Delivered,Raw Materials,448,57.66,25831.68,EMEA,45,Munoz-Roman,Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-04
PO-2023-000553,SUP-013,2023-02-21,2023-03-02,2023-03-02,Delivered,MRO,340,72.33,24592.2,EMEA,30,Delacruz Group,Tier 2,APAC,9,9.0,0.0,False,True,0.0,2023-02
PO-2023-000554,SUP-018,2023-07-18,2023-08-14,2023-08-14,Delivered,MRO,115,59.09,6795.35,North America,45,Underwood LLC,Tier 3,North America,27,27.0,0.0,False,True,0.0,2023-07
PO-2023-000555,SUP-013,2023-05-17,2023-05-30,2023-05-30,Delivered,MRO,315,139.28,43873.2,North America,30,Delacruz Group,Tier 2,APAC,13,13.0,0.0,False,True,0.0,2023-05
PO-2023-000556,SUP-007,2023-08-27,2023-09-14,2023-09-14,Delivered,Packaging,278,5.46,1517.88,North America,45,Ramirez-Lewis,Tier 2,APAC,18,18.0,0.0,False,True,0.0,2023-08
PO-2023-000557,SUP-001,2023-07-11,2023-07-15,2023-07-15,Delivered,Raw Materials,377,234.53,88417.81,EMEA,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,4,4.0,0.0,False,True,0.0,2023-07
PO-2024-000558,SUP-019,2024-04-21,2024-05-09,2024-05-09,Delivered,Electronics,70,58.15,4070.5,North America,45,Clark PLC,Tier 3,EMEA,18,18.0,0.0,False,True,0.0,2024-04
PO-2024-000559,SUP-017,2024-07-29,2024-08-20,2024-08-20,Delivered,Logistics Services,459,207.22,95113.98,EMEA,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,22,22.0,0.0,False,True,0.0,2024-07
PO-2024-000560,SUP-002,2024-04-30,2024-05-08,2024-05-12,Delivered,Packaging,429,331.76,142325.04,North America,60,Rhodes PLC,Tier 1,EMEA,8,12.0,4.0,True,False,1138.6,2024-04
PO-2023-000561,SUP-022,2023-04-03,2023-04-29,2023-04-29,Delivered,Electronics,470,381.24,179182.8,North America,30,Burgess-Patterson,Tier 3,APAC,26,26.0,0.0,False,True,0.0,2023-04
PO-2023-000562,SUP-019,2023-01-17,2023-02-10,2023-02-10,Delivered,Logistics Services,149,238.45,35529.05,APAC,45,Clark PLC,Tier 3,EMEA,24,24.0,0.0,False,True,0.0,2023-01
PO-2023-000563,SUP-009,2023-10-07,2023-10-25,2023-10-25,Delivered,Logistics Services,126,388.98,49011.48,EMEA,45,Munoz-Roman,Tier 2,APAC,18,18.0,0.0,False,True,0.0,2023-10
PO-2023-000564,SUP-016,2023-08-28,2023-09-08,2023-09-16,Delivered,Packaging,219,87.84,19236.96,North America,60,"Sanchez, Ford and Nelson",Tier 2,APAC,11,19.0,8.0,True,False,307.79,2023-08
PO-2024-000565,SUP-021,2024-03-04,2024-03-22,2024-04-03,Delivered,Logistics Services,178,297.23,52906.94,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,18,30.0,12.0,True,False,1269.77,2024-03
PO-2023-000566,SUP-019,2023-05-11,2023-06-02,2023-06-10,Delivered,Raw Materials,386,403.12,155604.32,APAC,45,Clark PLC,Tier 3,EMEA,22,30.0,8.0,True,False,2489.67,2023-05
PO-2023-000567,SUP-015,2023-04-23,2023-05-04,2023-05-04,Delivered,Electronics,165,455.1,75091.5,North America,30,"Zuniga, Wong and Lynch",Tier 2,APAC,11,11.0,0.0,False,True,0.0,2023-04
PO-2023-000568,SUP-023,2023-04-02,2023-04-23,2023-04-30,Delivered,Raw Materials,391,146.53,57293.23,EMEA,30,Robinson-Bright,Tier 3,APAC,21,28.0,7.0,True,False,802.11,2023-04
PO-2024-000569,SUP-023,2024-02-12,2024-02-20,2024-02-29,Delivered,Packaging,131,185.23,24265.13,North America,30,Robinson-Bright,Tier 3,APAC,8,17.0,9.0,True,False,436.77,2024-02
PO-2023-000570,SUP-009,2023-11-29,2023-12-20,2023-12-20,Delivered,MRO,213,253.32,53957.16,EMEA,45,Munoz-Roman,Tier 2,APAC,21,21.0,0.0,False,True,0.0,2023-11
PO-2023-000571,SUP-013,2023-11-03,2023-11-17,2023-11-17,Delivered,MRO,371,356.16,132135.36,North America,30,Delacruz Group,Tier 2,APAC,14,14.0,0.0,False,True,0.0,2023-11
PO-2023-000572,SUP-009,2023-01-04,2023-01-13,,Cancelled,Logistics Services,396,218.15,86387.4,North America,45,Munoz-Roman,Tier 2,APAC,9,,,False,False,0.0,2023-01
PO-2024-000573,SUP-023,2024-04-03,2024-04-18,2024-04-18,Delivered,Raw Materials,117,483.64,56585.88,EMEA,30,Robinson-Bright,Tier 3,APAC,15,15.0,0.0,False,True,0.0,2024-04
PO-2024-000574,SUP-018,2024-06-08,2024-06-28,2024-06-28,Delivered,Raw Materials,409,140.74,57562.66,North America,45,Underwood LLC,Tier 3,North America,20,20.0,0.0,False,True,0.0,2024-06
PO-2023-000575,SUP-001,2023-05-08,2023-05-13,2023-05-13,Delivered,Logistics Services,283,221.24,62610.92,APAC,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,5,5.0,0.0,False,True,0.0,2023-05
PO-2023-000576,SUP-003,2023-11-20,2023-11-24,2023-11-24,Delivered,Logistics Services,367,220.94,81084.98,EMEA,30,Johnson-Davis,Tier 1,North America,4,4.0,0.0,False,True,0.0,2023-11
PO-2024-000577,SUP-007,2024-04-21,2024-05-04,2024-05-04,Delivered,Packaging,24,122.0,2928.0,North America,45,Ramirez-Lewis,Tier 2,APAC,13,13.0,0.0,False,True,0.0,2024-04
PO-2024-000578,SUP-019,2024-01-22,2024-01-28,2024-01-28,Delivered,Electronics,194,208.58,40464.52,APAC,45,Clark PLC,Tier 3,EMEA,6,6.0,0.0,False,True,0.0,2024-01
PO-2023-000579,SUP-010,2023-10-17,2023-11-02,2023-11-02,Delivered,Packaging,58,342.73,19878.34,North America,45,"Martinez, Nielsen and Miller",Tier 2,APAC,16,16.0,0.0,False,True,0.0,2023-10
PO-2024-000580,SUP-018,2024-08-01,2024-08-24,,Cancelled,Raw Materials,411,82.22,33792.42,North America,45,Underwood LLC,Tier 3,North America,23,,,False,False,0.0,2024-08
PO-2023-000581,SUP-022,2023-07-12,2023-08-11,2023-08-11,Delivered,Electronics,299,329.68,98574.32,North America,30,Burgess-Patterson,Tier 3,APAC,30,30.0,0.0,False,True,0.0,2023-07
PO-2023-000582,SUP-018,2023-09-17,2023-10-04,2023-10-15,Delivered,Raw Materials,73,234.21,17097.33,APAC,45,Underwood LLC,Tier 3,North America,17,28.0,11.0,True,False,376.14,2023-09
PO-2023-000583,SUP-024,2023-07-15,2023-08-04,2023-08-18,Delivered,Logistics Services,389,332.8,129459.2,EMEA,30,Campos Inc,Tier 3,EMEA,20,34.0,14.0,True,False,3624.86,2023-07
PO-2023-000584,SUP-024,2023-05-24,2023-06-16,2023-06-23,Delivered,Logistics Services,265,294.31,77992.15,APAC,30,Campos Inc,Tier 3,EMEA,23,30.0,7.0,True,False,1091.89,2023-05
PO-2023-000585,SUP-020,2023-06-05,2023-06-21,2023-06-21,Delivered,Logistics Services,303,300.43,91030.29,North America,60,Lewis-Porter,Tier 3,North America,16,16.0,0.0,False,True,0.0,2023-06
PO-2024-000586,SUP-012,2024-08-24,2024-09-12,2024-09-12,Delivered,MRO,422,499.86,210940.92,EMEA,30,Stanley LLC,Tier 2,EMEA,19,19.0,0.0,False,True,0.0,2024-08
PO-2023-000587,SUP-020,2023-11-06,2023-11-25,2023-11-25,Delivered,Raw Materials,38,255.66,9715.08,APAC,60,Lewis-Porter,Tier 3,North America,19,19.0,0.0,False,True,0.0,2023-11
PO-2024-000588,SUP-012,2024-03-18,2024-04-02,2024-04-02,Delivered,MRO,151,288.22,43521.22,North America,30,Stanley LLC,Tier 2,EMEA,15,15.0,0.0,False,True,0.0,2024-03
PO-2023-000589,SUP-007,2023-11-15,2023-11-18,2023-11-18,Delivered,Raw Materials,116,470.88,54622.08,APAC,45,Ramirez-Lewis,Tier 2,APAC,3,3.0,0.0,False,True,0.0,2023-11
PO-2024-000590,SUP-006,2024-04-12,2024-04-23,2024-04-23,Delivered,Packaging,332,141.5,46978.0,North America,30,Blake and Sons,Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-04
PO-2023-000591,SUP-015,2023-08-27,2023-09-03,2023-09-03,Delivered,Raw Materials,187,380.07,71073.09,North America,30,"Zuniga, Wong and Lynch",Tier 2,APAC,7,7.0,0.0,False,True,0.0,2023-08
PO-2023-000592,SUP-003,2023-12-05,2023-12-12,2023-12-12,Delivered,Raw Materials,319,317.68,101339.92,North America,30,Johnson-Davis,Tier 1,North America,7,7.0,0.0,False,True,0.0,2023-12
PO-2024-000593,SUP-007,2024-02-21,2024-03-13,2024-03-13,Delivered,Packaging,33,392.63,12956.79,EMEA,45,Ramirez-Lewis,Tier 2,APAC,21,21.0,0.0,False,True,0.0,2024-02
PO-2023-000594,SUP-008,2023-07-19,2023-07-23,2023-07-23,Delivered,Electronics,373,122.16,45565.68,North America,60,Davis Inc,Tier 2,EMEA,4,4.0,0.0,False,True,0.0,2023-07
PO-2024-000595,SUP-013,2024-04-15,2024-05-01,2024-05-01,Delivered,MRO,360,125.63,45226.8,North America,30,Delacruz Group,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2024-04
PO-2023-000596,SUP-017,2023-01-14,2023-01-31,2023-01-31,Delivered,MRO,165,40.05,6608.25,EMEA,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,17,17.0,0.0,False,True,0.0,2023-01
PO-2023-000597,SUP-019,2023-10-16,2023-11-15,2023-11-15,Delivered,Electronics,157,455.78,71557.46,APAC,45,Clark PLC,Tier 3,EMEA,30,30.0,0.0,False,True,0.0,2023-10
PO-2023-000598,SUP-010,2023-04-23,2023-05-09,2023-05-09,Delivered,Packaging,281,460.1,129288.1,North America,45,"Martinez, Nielsen and Miller",Tier 2,APAC,16,16.0,0.0,False,True,0.0,2023-04
PO-2024-000599,SUP-023,2024-08-21,2024-09-12,2024-09-12,Delivered,Raw Materials,165,88.35,14577.75,North America,30,Robinson-Bright,Tier 3,APAC,22,22.0,0.0,False,True,0.0,2024-08
PO-2024-000600,SUP-005,2024-03-06,2024-03-10,2024-03-10,Delivered,Electronics,323,26.71,8627.33,APAC,60,Cole LLC,Tier 1,APAC,4,4.0,0.0,False,True,0.0,2024-03
PO-2024-000601,SUP-025,2024-08-11,2024-08-30,2024-08-30,Delivered,Electronics,353,106.16,37474.48,North America,60,Conner Group,Tier 3,EMEA,19,19.0,0.0,False,True,0.0,2024-08
PO-2024-000602,SUP-008,2024-08-22,2024-09-08,2024-09-08,Delivered,Packaging,258,460.14,118716.12,EMEA,60,Davis Inc,Tier 2,EMEA,17,17.0,0.0,False,True,0.0,2024-08
PO-2024-000603,SUP-005,2024-03-20,2024-03-31,2024-03-31,Delivered,Packaging,367,261.67,96032.89,North America,60,Cole LLC,Tier 1,APAC,11,11.0,0.0,False,True,0.0,2024-03
PO-2024-000604,SUP-020,2024-07-01,2024-07-13,2024-07-13,Delivered,Electronics,267,99.1,26459.7,North America,60,Lewis-Porter,Tier 3,North America,12,12.0,0.0,False,True,0.0,2024-07
PO-2023-000605,SUP-001,2023-04-16,2023-04-24,2023-04-24,Delivered,Logistics Services,84,118.68,9969.12,APAC,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,8,8.0,0.0,False,True,0.0,2023-04
PO-2024-000606,SUP-009,2024-11-17,2024-12-06,2024-12-06,Delivered,Logistics Services,387,409.33,158410.71,North America,45,Munoz-Roman,Tier 2,APAC,19,19.0,0.0,False,True,0.0,2024-11
PO-2024-000607,SUP-001,2024-01-20,2024-01-23,2024-01-23,Delivered,Electronics,365,154.52,56399.8,North America,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,3,3.0,0.0,False,True,0.0,2024-01
PO-2024-000608,SUP-012,2024-11-17,2024-12-07,2024-12-07,Delivered,MRO,315,150.69,47467.35,APAC,30,Stanley LLC,Tier 2,EMEA,20,20.0,0.0,False,True,0.0,2024-11
PO-2024-000609,SUP-021,2024-02-23,2024-03-23,2024-04-06,Delivered,Logistics Services,61,360.07,21964.27,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,29,43.0,14.0,True,False,615.0,2024-02
PO-2023-000610,SUP-016,2023-10-19,2023-11-03,2023-11-03,Delivered,Packaging,263,211.08,55514.04,APAC,60,"Sanchez, Ford and Nelson",Tier 2,APAC,15,15.0,0.0,False,True,0.0,2023-10
PO-2023-000611,SUP-011,2023-10-16,2023-10-29,2023-10-29,Delivered,MRO,67,280.03,18762.01,EMEA,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,13,13.0,0.0,False,True,0.0,2023-10
PO-2024-000612,SUP-010,2024-11-12,2024-11-22,2024-12-05,Delivered,Packaging,439,413.61,181574.79,EMEA,45,"Martinez, Nielsen and Miller",Tier 2,APAC,10,23.0,13.0,True,False,4720.94,2024-11
PO-2023-000613,SUP-006,2023-07-21,2023-08-05,2023-08-05,Delivered,Packaging,217,377.92,82008.64,EMEA,30,Blake and Sons,Tier 2,APAC,15,15.0,0.0,False,True,0.0,2023-07
PO-2024-000614,SUP-008,2024-10-10,2024-10-29,2024-11-04,Delivered,Electronics,258,313.2,80805.6,North America,60,Davis Inc,Tier 2,EMEA,19,25.0,6.0,True,False,969.67,2024-10
PO-2024-000615,SUP-007,2024-07-11,2024-07-26,2024-07-26,Delivered,Packaging,280,458.76,128452.8,APAC,45,Ramirez-Lewis,Tier 2,APAC,15,15.0,0.0,False,True,0.0,2024-07
PO-2024-000616,SUP-018,2024-04-06,2024-04-15,2024-04-15,Delivered,Raw Materials,117,32.42,3793.14,EMEA,45,Underwood LLC,Tier 3,North America,9,9.0,0.0,False,True,0.0,2024-04
PO-2024-000617,SUP-023,2024-05-14,2024-06-11,2024-06-11,Delivered,Logistics Services,314,168.93,53044.02,EMEA,30,Robinson-Bright,Tier 3,APAC,28,28.0,0.0,False,True,0.0,2024-05
PO-2024-000618,SUP-012,2024-09-18,2024-10-01,2024-10-15,Delivered,MRO,242,112.58,27244.36,EMEA,30,Stanley LLC,Tier 2,EMEA,13,27.0,14.0,True,False,762.84,2024-09
PO-2024-000619,SUP-017,2024-01-04,2024-01-21,2024-01-21,Delivered,Logistics Services,298,470.06,140077.88,EMEA,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,17,17.0,0.0,False,True,0.0,2024-01
PO-2023-000620,SUP-004,2023-08-04,2023-08-07,2023-08-07,Delivered,Logistics Services,369,169.25,62453.25,APAC,60,"Johnson, Gonzalez and Santos",Tier 1,North America,3,3.0,0.0,False,True,0.0,2023-08
PO-2023-000621,SUP-006,2023-02-02,2023-02-16,2023-02-16,Delivered,Electronics,305,254.58,77646.9,EMEA,30,Blake and Sons,Tier 2,APAC,14,14.0,0.0,False,True,0.0,2023-02
PO-2024-000622,SUP-023,2024-02-16,2024-02-28,2024-02-28,Delivered,Raw Materials,11,16.21,178.31,EMEA,30,Robinson-Bright,Tier 3,APAC,12,12.0,0.0,False,True,0.0,2024-02
PO-2024-000623,SUP-018,2024-03-01,2024-03-16,2024-03-16,Delivered,Raw Materials,68,487.24,33132.32,APAC,45,Underwood LLC,Tier 3,North America,15,15.0,0.0,False,True,0.0,2024-03
PO-2024-000624,SUP-006,2024-06-11,2024-06-27,2024-06-27,Delivered,Packaging,418,232.29,97097.22,North America,30,Blake and Sons,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2024-06
PO-2023-000625,SUP-024,2023-02-06,2023-03-04,2023-03-17,Delivered,Raw Materials,231,126.32,29179.92,EMEA,30,Campos Inc,Tier 3,EMEA,26,39.0,13.0,True,False,758.68,2023-02
PO-2023-000626,SUP-020,2023-11-11,2023-12-01,,Cancelled,Logistics Services,174,65.72,11435.28,North America,60,Lewis-Porter,Tier 3,North America,20,,,False,False,0.0,2023-11
PO-2023-000627,SUP-012,2023-03-11,2023-03-20,2023-03-20,Delivered,MRO,468,7.2,3369.6,North America,30,Stanley LLC,Tier 2,EMEA,9,9.0,0.0,False,True,0.0,2023-03
PO-2024-000628,SUP-001,2024-07-14,2024-07-20,2024-07-20,Delivered,Logistics Services,382,315.33,120456.06,APAC,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,6,6.0,0.0,False,True,0.0,2024-07
PO-2023-000629,SUP-003,2023-11-03,2023-11-11,2023-11-11,Delivered,Raw Materials,63,134.34,8463.42,North America,30,Johnson-Davis,Tier 1,North America,8,8.0,0.0,False,True,0.0,2023-11
PO-2023-000630,SUP-003,2023-10-19,2023-10-28,2023-10-28,Delivered,Packaging,108,35.76,3862.08,APAC,30,Johnson-Davis,Tier 1,North America,9,9.0,0.0,False,True,0.0,2023-10
PO-2024-000631,SUP-004,2024-09-05,2024-09-09,2024-09-09,Delivered,Packaging,264,327.15,86367.6,North America,60,"Johnson, Gonzalez and Santos",Tier 1,North America,4,4.0,0.0,False,True,0.0,2024-09
PO-2024-000632,SUP-018,2024-09-11,2024-09-14,2024-09-14,Delivered,MRO,447,458.89,205123.83,EMEA,45,Underwood LLC,Tier 3,North America,3,3.0,0.0,False,True,0.0,2024-09
PO-2024-000633,SUP-025,2024-02-22,2024-03-27,2024-03-27,Delivered,Electronics,414,290.78,120382.92,EMEA,60,Conner Group,Tier 3,EMEA,34,34.0,0.0,False,True,0.0,2024-02
PO-2024-000634,SUP-004,2024-06-16,2024-06-21,2024-06-21,Delivered,Logistics Services,479,103.86,49748.94,EMEA,60,"Johnson, Gonzalez and Santos",Tier 1,North America,5,5.0,0.0,False,True,0.0,2024-06
PO-2023-000635,SUP-011,2023-08-03,2023-08-07,2023-08-07,Delivered,Raw Materials,275,335.74,92328.5,APAC,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,4,4.0,0.0,False,True,0.0,2023-08
PO-2024-000636,SUP-004,2024-11-24,2024-12-05,2024-12-05,Delivered,Packaging,372,308.61,114802.92,EMEA,60,"Johnson, Gonzalez and Santos",Tier 1,North America,11,11.0,0.0,False,True,0.0,2024-11
PO-2023-000637,SUP-009,2023-01-09,2023-01-22,2023-01-22,Delivered,Logistics Services,481,144.47,69490.07,North America,45,Munoz-Roman,Tier 2,APAC,13,13.0,0.0,False,True,0.0,2023-01
PO-2023-000638,SUP-012,2023-08-31,2023-09-14,2023-09-14,Delivered,MRO,274,459.38,125870.12,North America,30,Stanley LLC,Tier 2,EMEA,14,14.0,0.0,False,True,0.0,2023-08
PO-2023-000639,SUP-006,2023-03-02,2023-03-16,2023-03-21,Delivered,Logistics Services,81,77.46,6274.26,EMEA,30,Blake and Sons,Tier 2,APAC,14,19.0,5.0,True,False,62.74,2023-03
PO-2023-000640,SUP-025,2023-08-29,2023-09-17,2023-09-24,Delivered,Logistics Services,88,182.12,16026.56,EMEA,60,Conner Group,Tier 3,EMEA,19,26.0,7.0,True,False,224.37,2023-08
PO-2024-000641,SUP-004,2024-08-03,2024-08-11,2024-08-20,Delivered,Packaging,435,293.3,127585.5,APAC,60,"Johnson, Gonzalez and Santos",Tier 1,North America,8,17.0,9.0,True,False,2296.54,2024-08
PO-2024-000642,SUP-008,2024-06-09,2024-06-24,2024-06-24,Delivered,Logistics Services,376,377.81,142056.56,APAC,60,Davis Inc,Tier 2,EMEA,15,15.0,0.0,False,True,0.0,2024-06
PO-2024-000643,SUP-017,2024-10-11,2024-10-17,2024-10-17,Delivered,Logistics Services,150,324.08,48612.0,APAC,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,6,6.0,0.0,False,True,0.0,2024-10
PO-2024-000644,SUP-019,2024-09-22,2024-10-11,2024-10-11,Delivered,Electronics,200,414.97,82994.0,APAC,45,Clark PLC,Tier 3,EMEA,19,19.0,0.0,False,True,0.0,2024-09
PO-2024-000645,SUP-005,2024-11-28,2024-12-04,2024-12-04,Delivered,Logistics Services,265,131.54,34858.1,APAC,60,Cole LLC,Tier 1,APAC,6,6.0,0.0,False,True,0.0,2024-11
PO-2024-000646,SUP-013,2024-08-03,2024-08-20,2024-08-20,Delivered,MRO,477,122.8,58575.6,North America,30,Delacruz Group,Tier 2,APAC,17,17.0,0.0,False,True,0.0,2024-08
PO-2023-000647,SUP-022,2023-05-14,2023-06-07,2023-06-07,Delivered,Packaging,224,489.29,109600.96,EMEA,30,Burgess-Patterson,Tier 3,APAC,24,24.0,0.0,False,True,0.0,2023-05
PO-2023-000648,SUP-002,2023-10-16,2023-10-24,2023-10-24,Delivered,Packaging,57,342.5,19522.5,North America,60,Rhodes PLC,Tier 1,EMEA,8,8.0,0.0,False,True,0.0,2023-10
PO-2023-000649,SUP-012,2023-04-13,2023-04-24,2023-04-24,Delivered,MRO,88,117.12,10306.56,North America,30,Stanley LLC,Tier 2,EMEA,11,11.0,0.0,False,True,0.0,2023-04
PO-2024-000650,SUP-021,2024-06-26,2024-07-09,2024-07-09,Delivered,Logistics Services,156,20.48,3194.88,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,13,13.0,0.0,False,True,0.0,2024-06
PO-2023-000651,SUP-007,2023-09-05,2023-09-19,2023-09-19,Delivered,Electronics,23,466.57,10731.11,North America,45,Ramirez-Lewis,Tier 2,APAC,14,14.0,0.0,False,True,0.0,2023-09
PO-2024-000652,SUP-009,2024-03-28,2024-04-16,2024-04-16,Delivered,Raw Materials,464,330.73,153458.72,North America,45,Munoz-Roman,Tier 2,APAC,19,19.0,0.0,False,True,0.0,2024-03
PO-2024-000653,SUP-016,2024-08-03,2024-08-11,2024-08-11,Delivered,Electronics,46,406.88,18716.48,North America,60,"Sanchez, Ford and Nelson",Tier 2,APAC,8,8.0,0.0,False,True,0.0,2024-08
PO-2023-000654,SUP-014,2023-11-30,2023-12-17,2023-12-17,Delivered,Electronics,142,262.61,37290.62,EMEA,60,"Flowers, Martin and Kelly",Tier 2,EMEA,17,17.0,0.0,False,True,0.0,2023-11
PO-2024-000655,SUP-013,2024-09-18,2024-10-04,2024-10-04,Delivered,MRO,95,324.74,30850.3,EMEA,30,Delacruz Group,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2024-09
PO-2024-000656,SUP-019,2024-03-18,2024-04-14,2024-04-16,Delivered,Electronics,166,399.09,66248.94,APAC,45,Clark PLC,Tier 3,EMEA,27,29.0,2.0,True,False,265.0,2024-03
PO-2023-000657,SUP-016,2023-03-09,2023-03-22,2023-03-22,Delivered,Packaging,395,343.03,135496.85,North America,60,"Sanchez, Ford and Nelson",Tier 2,APAC,13,13.0,0.0,False,True,0.0,2023-03
PO-2023-000658,SUP-006,2023-11-12,2023-11-30,2023-12-02,Delivered,Raw Materials,10,178.43,1784.3,APAC,30,Blake and Sons,Tier 2,APAC,18,20.0,2.0,True,False,7.14,2023-11
PO-2024-000659,SUP-013,2024-09-08,2024-09-19,2024-09-19,Delivered,MRO,255,333.3,84991.5,North America,30,Delacruz Group,Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-09
PO-2024-000660,SUP-008,2024-08-25,2024-09-08,2024-09-08,Delivered,Electronics,121,131.18,15872.78,North America,60,Davis Inc,Tier 2,EMEA,14,14.0,0.0,False,True,0.0,2024-08
